"L0100NaCl_260,00nm_25,0-85,0C",,"L0100NaCl_260,00nm_85,0-25,0C",,"L0150NaCl_260,00nm_25,0-85,0C",,"L0150NaCl_260,00nm_85,0-25,0C",,"L0200NaCl_260,00nm_25,0-85,0C",,"L0200NaCl_260,00nm_85,0-25,0C",,"L1100NaCl_260,00nm_25,0-85,0C",,"L1100NaCl_260,00nm_85,0-25,0C",,"L1150NaCl_260,00nm_25,0-85,0C",,"L1150NaCl_260,00nm_85,0-25,0C",,"L1200NaCl_260,00nm_25,0-85,0C",,"L1200NaCl_260,00nm_85,0-25,0C",
44,0.27231542990633678,66,0.32991865782453439,44,0.25989784983317044,66,0.2978171979573036,44,0.24808330854635385,66,0.2819867512930806,44,0.91399210847766632,66,1.0629856573174692,44,0.751747030137205,66,0.85218039213459074,44,0.57858119145484688,66,0.644440639866722
45,0.27292215612906151,65,0.32196670277074851,45,0.26050634326670247,65,0.29151826540972481,45,0.24869357272990317,65,0.27791192627923555,45,0.91548250471205139,65,1.0402151387510874,45,0.75285470051487424,65,0.835617043043439,45,0.57951967258135739,65,0.63655190574031184
46,0.27356674410142623,64,0.31375074492325083,46,0.26116607536034686,64,0.286104943040796,46,0.24931227347462695,64,0.27504029825969029,46,0.91686568423322612,64,1.02099179262099,46,0.75398665409124321,64,0.82359053269972415,46,0.580490984899834,64,0.630908709689112
47,0.27410629247945667,63,0.3075214665494449,47,0.26179919185814565,63,0.28272735526831994,47,0.24990098118521933,63,0.2732022537854859,47,0.91825699544582773,63,1.0069302986326092,47,0.75507625490090247,63,0.81483598978958627,47,0.58141043909079082,63,0.62758810512762064
48,0.27470828809635506,62,0.3023411233118613,48,0.2623964177337243,62,0.28043533390281411,48,0.25048204649621636,62,0.27178525301284656,48,0.91963273743681206,62,0.99824301951886607,48,0.756162633301224,62,0.80865606480897589,48,0.58232033971128483,62,0.62526547763742291
49,0.27533094769687255,61,0.29887846511355959,49,0.26301527755170157,61,0.27886514419338565,49,0.25111050568617943,61,0.27067429951726174,49,0.9210229937953,61,0.99274241813855635,49,0.75728544162478006,61,0.80423195795488123,49,0.58326930335257143,61,0.62353365797031157
50,0.27595941552159176,60,0.2963515271746488,50,0.26365564227016691,60,0.27771225116137233,50,0.25168084103090027,60,0.26980454958512884,50,0.92236744470688881,60,0.98917176827356423,50,0.75839063826128872,60,0.8008639166503102,50,0.58421161231365126,60,0.62215012145733772
51,0.27656552226537467,59,0.294790404921109,51,0.26425634264356079,59,0.27680763330178243,51,0.25230218636115154,59,0.2690703828147642,51,0.9238256369838026,59,0.98662748700139546,51,0.75952217450502668,59,0.79850653002008265,51,0.58516300678259237,59,0.6210504171525576
52,0.27718934294812492,58,0.2936476381899305,52,0.264848926543647,58,0.27595837786760913,52,0.2528622607237227,58,0.268360024896287,52,0.92530353747979865,58,0.98444684230137558,52,0.76065197519134864,58,0.79652323910763612,52,0.58610525275319159,58,0.62002977541584425
53,0.277883509999299,57,0.2927241033753899,53,0.26546698316789424,57,0.27521955654354413,53,0.25344041047812976,57,0.26774014503039689,53,0.926853776672744,57,0.98265593529197848,53,0.761823714064864,57,0.79482626485377972,53,0.58709538506528147,57,0.61907291595925629
54,0.278568341457506,56,0.29195107346998184,54,0.2660477381941187,56,0.27459220575043242,54,0.25401543146513966,56,0.26716193993453891,54,0.92838491924779221,56,0.981166779640513,54,0.76299177026695,56,0.79341194265449133,54,0.58805161111525683,56,0.61812020582744642
55,0.279274772129939,55,0.29126130845482245,55,0.26665053603778172,55,0.27398428024341409,55,0.25456871013720983,55,0.26658471915746651,55,0.92993294905689639,55,0.97973074747907607,55,0.76419029864352528,55,0.79205597483498147,55,0.58892501128736685,55,0.61718628776699858
56,0.28007677913489265,54,0.2906469595281434,56,0.26728814185175032,54,0.2734082322575323,56,0.25518712895788709,54,0.26603633869481291,56,0.93160695865944743,54,0.97838455684297843,56,0.7654718677657959,54,0.79073839641995,56,0.58982259750184352,54,0.616267020644723
57,0.28090117164535655,53,0.29011174303411763,57,0.26799359647524645,53,0.27286133116129158,57,0.25582417525828482,53,0.26553135189954558,57,0.93335570110059762,53,0.97715401595564955,57,0.76687388783819432,53,0.78957840614687758,57,0.59081531372100593,53,0.61558230795470681
58,0.28178715555481215,52,0.28960566271328425,58,0.26877196040573281,52,0.27230605990026563,58,0.25650464521644767,52,0.26503316848503733,58,0.9353223921725925,52,0.976013120418798,58,0.76840052054041241,52,0.78851634214432953,58,0.591843285004156,52,0.6149137340767139
59,0.28270648044805774,51,0.28905015131763118,59,0.26966767302910161,51,0.27173748608686776,59,0.25727124539758606,51,0.26448246139243259,59,0.937660331215515,51,0.97485738637710584,59,0.77015717776913761,51,0.78745483586831622,59,0.59301135997301224,51,0.61411284554337009
60,0.28364414617190886,50,0.288562096111728,60,0.27054426034446927,50,0.27123457980826549,60,0.25805598042348765,50,0.2639643025586752,60,0.94005303331519086,50,0.97367269992866246,60,0.77210252590650985,50,0.78647982738156685,60,0.59426748478140434,50,0.61333136843376168
61,0.28474513221671971,49,0.28804327756441978,61,0.27140278065972873,49,0.27067027440699992,61,0.25887358692142642,49,0.26344706040727095,61,0.94271549051511516,49,0.97245408286204416,61,0.7742802298975342,49,0.78555231298529038,61,0.59567492958397528,49,0.61255594968630667
62,0.28622245668970037,48,0.2875586437268447,62,0.27237819753240933,48,0.27014894291017322,62,0.25982123496171339,48,0.26293618697074383,62,0.9460657587623843,48,0.971265834451567,62,0.77681670969860173,48,0.784676775617607,62,0.59721410930260155,48,0.61184600173046855
63,0.28833887799093078,47,0.2870920571002929,63,0.27353480329921342,47,0.26963152526024897,63,0.2607739626053906,47,0.26242703914038057,63,0.9502076129282585,47,0.97011233275157671,63,0.7798441081189994,47,0.78379464519708786,63,0.59894840730347931,47,0.61113055551814555
64,0.29154324405893095,46,0.28659764258120529,64,0.27516121159916934,46,0.26911305214383441,64,0.26191354901969272,46,0.261861434909469,64,0.95640891563197716,46,0.96885942522305712,64,0.78404288302874137,46,0.782862926802257,64,0.60115838333021954,46,0.61036576380526142
65,0.29609004151020879,45,0.2861130963791173,65,0.27745807988001409,45,0.26858631546947026,65,0.26334194674407185,45,0.261331230777427,65,0.96544345536002918,45,0.96761062714964052,65,0.78973840246977989,45,0.78198602352714941,65,0.60382321523785387,45,0.60955608477983181
66,0.30202091303951745,44,0.28562607187487155,66,0.28062839380818716,44,0.26803479397446578,66,0.26530025012792641,44,0.2607680571688743,66,0.97897809755623477,44,0.96628316983547213,66,0.79768606608171266,44,0.78102322315883743,66,0.6071772304714097,44,0.60874021348132767
67,0.30928268963480188,43,0.28514955700515332,67,0.28499572953244512,43,0.26748700922996993,67,0.26805002327959643,43,0.26019264854334023,67,0.99825294342895587,43,0.96494281919738589,67,0.8086457496938001,43,0.78003612654146137,67,0.61198679585612714,43,0.60793620003492566
68,0.31725508536999258,42,0.28460626068705014,68,0.29083970682965488,42,0.26693259227984145,68,0.27185449790835814,42,0.25964457462180435,68,1.022321620523857,42,0.96366162960027268,68,0.82375970197050319,42,0.77889408997472975,68,0.61910300445391009,42,0.60706391249728675
69,0.32448591934070892,41,0.28403636857928377,69,0.29796959460116479,41,0.26637499968553363,69,0.27682102073751758,41,0.25902868104493404,69,1.0468579838791277,41,0.96223577378507674,69,0.84225178664629563,41,0.7774348874382393,69,0.62854067256631729,41,0.606172626245647
70,0.32981611244951359,40,0.28349026796442667,70,0.30566113827660768,40,0.26582060615798414,70,0.283331344479992,40,0.25846400254727336,70,1.069101164183345,40,0.96085485743923915,70,0.86474885630067644,40,0.77585118681158283,70,0.64164260732184875,40,0.60527451597729287
71,0.33317421359679644,39,0.28294598422776873,71,0.31291917484211523,39,0.26527374818326604,71,0.29111537890784961,39,0.25787637055767804,71,1.0859935667606504,39,0.95939243715469169,71,0.88766462186055972,39,0.77488287185038851,71,0.65758045601746873,39,0.6042993823450058
72,0.33505534682647764,38,0.28237214782739145,72,0.31835213202491008,38,0.26471150761911333,72,0.29885528895309116,38,0.25731440856762344,72,1.0962791485903567,38,0.95786688613716386,72,0.90706899711278843,38,0.77417403294442266,72,0.67434946380325778,38,0.60328645353917321
73,0.33620881975353928,37,0.28178098510631983,73,0.321894161578975,37,0.264103940664434,73,0.30542114498868711,37,0.2567449110309169,73,1.1019375429685263,37,0.95622855617187952,73,0.92056484691989238,37,0.773112786574509,73,0.68939621241011473,37,0.60222927206765953
74,0.33692949895893459,36,0.28119273447165127,74,0.323923418780877,36,0.26355368747251506,74,0.31013837185234261,36,0.25623919704443571,74,1.1051467324461492,36,0.95459746671152634,74,0.92917776879712732,36,0.77194338301640752,74,0.70107060318389125,36,0.60121693588274738
75,0.33747561412232663,35,0.28051655072883369,75,0.32510645900929191,35,0.26296551118186884,75,0.3129823769648733,35,0.25568539552123515,75,1.107262355786139,35,0.95279057979092785,75,0.93442626450199362,35,0.77065741185322134,75,0.70879773751536213,35,0.60014054654002069
76,0.33799707245558552,34,0.27988164794938331,76,0.32597677414926851,34,0.26240695951583892,76,0.31466180814939659,34,0.25518211643809768,76,1.1091923538121828,34,0.95094508805873912,76,0.93767680344235571,34,0.76932951675253014,76,0.71332604289821133,34,0.59905558736311193
77,0.33846807022653808,33,0.27926642209458952,77,0.32666166007408992,33,0.26186749627150274,77,0.31568367569191247,33,0.25468731324423677,77,1.1106409940085147,33,0.9490864707950698,77,0.93952910732584782,33,0.76799115494048753,77,0.71680221508242026,33,0.597957338128479
78,0.338938465678816,32,0.27867923876951473,78,0.32725747751483497,32,0.26135909041137495,78,0.31644121392571123,32,0.25420745278267537,78,1.112035108441574,32,0.94716428647917772,78,0.93986097409566816,32,0.76671582936575033,78,0.718288765463724,32,0.59689703534879324
79,0.33940592739607733,31,0.27804276475785156,79,0.32781666933895137,31,0.26082037300958544,79,0.31703761596985114,31,0.25372362550794419,79,1.1134448902905454,31,0.94512144983976742,79,0.94129193793087129,31,0.76539090719715686,79,0.71792341593696263,31,0.59576049052475888
80,0.33983309474726492,30,0.27739651173964597,80,0.32832071741334157,30,0.26024684204912868,80,0.31758553275457008,30,0.2532120708702727,80,1.1149862984575527,30,0.94301212935602585,80,0.94329605832427166,30,0.76407409539702864,80,0.71965911895193879,30,0.59460399431338729
81,0.34027303134482934,29,0.27689048266233374,81,0.32884977945439259,29,0.25979856796221484,81,0.3181078130850612,29,0.25283593675046212,81,1.1167838964883541,29,0.94095763926898879,81,0.9451309338067041,29,0.76292391005364779,81,0.72117738844512713,29,0.59358335838269072
82,0.34073675499315143,28,0.27636660004053359,82,0.32936104774205116,28,0.25937712334963453,82,0.31861789835727228,28,0.25247800399131493,82,1.1188123803360537,28,0.93888318323231446,82,0.9466969145219295,28,0.761707634880282,82,0.72214145956656062,28,0.59252697350968986
83,0.341204963981066,27,0.27580252174716069,83,0.329812071993225,27,0.258889478617259,83,0.31908115195372749,27,0.2520301533600669,83,1.1205333116598637,27,0.93660310182247,83,0.947807170977083,27,0.76045510289468055,83,0.72300828865825184,27,0.59143110542788069
84,0.34165593915227527,26,0.27535995242711953,84,0.33022642808131608,26,0.25851103877234932,84,0.31955183457654213,26,0.25169100160121366,84,1.1219136990487417,26,0.93464200343144332,84,0.94791103847225833,26,0.75936489507717753,84,0.72409794602930222,26,0.59051060019478263
84.699996948242188,0.34196228234952103,25.299999237060547,0.27505998069906107,84.699996948242188,0.33050110515431769,25.299999237060547,0.25825582395137414,84.699996948242188,0.31988124914063087,25.299999237060547,0.25146870632701046,84.699996948242188,1.1229454760871167,25.299999237060547,0.93321595426093651,84.699996948242188,0.94825647082098241,25.299999237060547,0.75859888123643715,84.699996948242188,0.72484994578455986,25.299999237060547,0.58986981761899915
